142.000000,99.000000,17.000000,18.000000,156.000000,101.000000,11.000000,17.000000
144.000000,99.000000,17.000000,18.000000,158.000000,101.000000,11.000000,17.000000
144.000000,99.000000,17.000000,18.000000,158.000000,101.000000,11.000000,17.000000
146.000000,99.000000,17.000000,18.000000,160.000000,101.000000,11.000000,17.000000
146.000000,101.000000,17.000000,18.000000,160.000000,101.000000,11.000000,17.000000
148.000000,100.000000,17.000000,18.000000,164.000000,102.000000,11.000000,17.000000
151.000000,100.000000,17.000000,18.000000,164.000000,102.000000,11.000000,17.000000
152.000000,100.000000,17.000000,18.000000,166.000000,100.000000,11.000000,17.000000
152.000000,100.000000,17.000000,18.000000,166.000000,100.000000,11.000000,17.000000
153.000000,101.000000,17.000000,18.000000,157.000000,101.000000,11.000000,17.000000
155.000000,100.000000,17.000000,18.000000,171.000000,104.000000,11.000000,17.000000
155.000000,101.000000,17.000000,18.000000,159.000000,101.000000,11.000000,17.000000
157.000000,102.000000,17.000000,18.000000,173.000000,104.000000,11.000000,17.000000
159.000000,102.000000,17.000000,18.000000,175.000000,104.000000,11.000000,17.000000
161.000000,102.000000,17.000000,18.000000,175.000000,104.000000,11.000000,17.000000
161.000000,102.000000,17.000000,18.000000,175.000000,104.000000,11.000000,17.000000
161.000000,102.000000,17.000000,18.000000,178.000000,104.000000,11.000000,17.000000
161.000000,102.000000,17.000000,18.000000,178.000000,104.000000,11.000000,17.000000
161.000000,100.000000,17.000000,18.000000,179.000000,104.000000,11.000000,17.000000
161.000000,100.000000,17.000000,18.000000,181.000000,103.000000,11.000000,17.000000
